x,y,frequency,username,level,algorithm,success
18,7,12,jadi,1,DFS,1
18,6,12,jadi,1,DFS,1
18,5,12,jadi,1,DFS,1
18,4,12,jadi,1,DFS,1
18,3,12,jadi,1,DFS,1
18,2,12,jadi,1,DFS,1
17,2,12,jadi,1,DFS,1
16,2,12,jadi,1,DFS,1
16,3,12,jadi,1,DFS,1
16,4,12,jadi,1,DFS,1
16,5,12,jadi,1,DFS,1
16,6,12,jadi,1,DFS,1
16,7,12,jadi,1,DFS,1
16,8,12,jadi,1,DFS,1
16,9,12,jadi,1,DFS,1
16,10,12,jadi,1,DFS,1
16,11,12,jadi,1,DFS,1
16,12,12,jadi,1,DFS,1
16,13,12,jadi,1,DFS,1
16,14,12,jadi,1,DFS,1
16,15,12,jadi,1,DFS,1
16,16,12,jadi,1,DFS,1
15,16,12,jadi,1,DFS,1
14,16,12,jadi,1,DFS,1
14,15,12,jadi,1,DFS,1
14,14,12,jadi,1,DFS,1
14,13,12,jadi,1,DFS,1
14,12,12,jadi,1,DFS,1
14,11,12,jadi,1,DFS,1
14,10,12,jadi,1,DFS,1
14,9,12,jadi,1,DFS,1
14,8,12,jadi,1,DFS,1
14,7,12,jadi,1,DFS,1
14,6,12,jadi,1,DFS,1
14,5,12,jadi,1,DFS,1
14,4,12,jadi,1,DFS,1
14,3,12,jadi,1,DFS,1
14,2,12,jadi,1,DFS,1
13,2,12,jadi,1,DFS,1
12,2,12,jadi,1,DFS,1
12,3,12,jadi,1,DFS,1
12,4,12,jadi,1,DFS,1
12,5,12,jadi,1,DFS,1
11,5,12,jadi,1,DFS,1
10,5,12,jadi,1,DFS,1
10,4,12,jadi,1,DFS,1
10,3,12,jadi,1,DFS,1
10,2,12,jadi,1,DFS,1
9,2,12,jadi,1,DFS,1
8,2,12,jadi,1,DFS,1
8,3,12,jadi,1,DFS,1
8,4,12,jadi,1,DFS,1
8,5,12,jadi,1,DFS,1
7,5,12,jadi,1,DFS,1
6,5,12,jadi,1,DFS,1
6,4,12,jadi,1,DFS,1
6,3,12,jadi,1,DFS,1
6,2,12,jadi,1,DFS,1
5,2,12,jadi,1,DFS,1
4,2,12,jadi,1,DFS,1
4,3,12,jadi,1,DFS,1
4,4,12,jadi,1,DFS,1
4,5,12,jadi,1,DFS,1
3,5,12,jadi,1,DFS,1
2,5,12,jadi,1,DFS,1
2,6,12,jadi,1,DFS,1
2,7,12,jadi,1,DFS,1
2,8,12,jadi,1,DFS,1
2,9,12,jadi,1,DFS,1
2,10,12,jadi,1,DFS,1
2,11,12,jadi,1,DFS,1
2,12,12,jadi,1,DFS,1
2,13,12,jadi,1,DFS,1
2,14,12,jadi,1,DFS,1
2,15,12,jadi,1,DFS,1
2,16,12,jadi,1,DFS,1
2,17,12,jadi,1,DFS,1
2,18,12,jadi,1,DFS,1
2,19,12,jadi,1,DFS,1
2,20,12,jadi,1,DFS,1
2,21,12,jadi,1,DFS,1
2,22,12,jadi,1,DFS,1
2,23,12,jadi,1,DFS,1
2,24,12,jadi,1,DFS,1
2,25,12,jadi,1,DFS,1
2,26,12,jadi,1,DFS,1
2,27,12,jadi,1,DFS,1
2,28,12,jadi,1,DFS,1
2,29,12,jadi,1,DFS,1
2,30,12,jadi,1,DFS,1
2,31,12,jadi,1,DFS,1
2,32,12,jadi,1,DFS,1
2,33,12,jadi,1,DFS,1
2,34,12,jadi,1,DFS,1
2,35,12,jadi,1,DFS,1
2,36,12,jadi,1,DFS,1
2,37,12,jadi,1,DFS,1
2,38,12,jadi,1,DFS,1
2,39,12,jadi,1,DFS,1
2,40,12,jadi,1,DFS,1
2,41,12,jadi,1,DFS,1
3,42,1,jadi,1,DFS,1
20,3,13,Ulike,1,DFS,1
20,4,12,Ulike,1,DFS,1
20,5,12,Ulike,1,DFS,1
20,6,12,Ulike,1,DFS,1
20,7,12,Ulike,1,DFS,1
20,8,12,Ulike,1,DFS,1
20,9,12,Ulike,1,DFS,1
20,10,12,Ulike,1,DFS,1
20,11,12,Ulike,1,DFS,1
20,12,12,Ulike,1,DFS,1
20,13,12,Ulike,1,DFS,1
20,14,12,Ulike,1,DFS,1
20,15,12,Ulike,1,DFS,1
20,16,12,Ulike,1,DFS,1
20,17,12,Ulike,1,DFS,1
20,18,12,Ulike,1,DFS,1
20,19,12,Ulike,1,DFS,1
20,20,12,Ulike,1,DFS,1
20,21,12,Ulike,1,DFS,1
20,22,12,Ulike,1,DFS,1
20,23,12,Ulike,1,DFS,1
20,24,12,Ulike,1,DFS,1
20,25,12,Ulike,1,DFS,1
20,26,12,Ulike,1,DFS,1
20,27,12,Ulike,1,DFS,1
20,28,12,Ulike,1,DFS,1
20,29,12,Ulike,1,DFS,1
20,30,12,Ulike,1,DFS,1
20,31,12,Ulike,1,DFS,1
20,32,12,Ulike,1,DFS,1
20,33,12,Ulike,1,DFS,1
20,34,12,Ulike,1,DFS,1
20,35,12,Ulike,1,DFS,1
20,36,12,Ulike,1,DFS,1
20,37,12,Ulike,1,DFS,1
20,38,12,Ulike,1,DFS,1
20,39,12,Ulike,1,DFS,1
20,40,12,Ulike,1,DFS,1
20,41,12,Ulike,1,DFS,1
20,42,12,Ulike,1,DFS,1
19,42,12,Ulike,1,DFS,1
18,42,12,Ulike,1,DFS,1
18,41,12,Ulike,1,DFS,1
18,40,12,Ulike,1,DFS,1
18,39,12,Ulike,1,DFS,1
17,39,12,Ulike,1,DFS,1
16,39,12,Ulike,1,DFS,1
16,40,12,Ulike,1,DFS,1
16,41,12,Ulike,1,DFS,1
16,42,12,Ulike,1,DFS,1
15,42,12,Ulike,1,DFS,1
14,42,12,Ulike,1,DFS,1
14,41,12,Ulike,1,DFS,1
14,40,12,Ulike,1,DFS,1
14,39,12,Ulike,1,DFS,1
13,39,12,Ulike,1,DFS,1
12,39,12,Ulike,1,DFS,1
12,40,12,Ulike,1,DFS,1
12,41,12,Ulike,1,DFS,1
12,42,12,Ulike,1,DFS,1
11,42,12,Ulike,1,DFS,1
10,42,12,Ulike,1,DFS,1
10,41,12,Ulike,1,DFS,1
10,40,12,Ulike,1,DFS,1
10,39,12,Ulike,1,DFS,1
10,38,12,Ulike,1,DFS,1
11,38,12,Ulike,1,DFS,1
11,37,12,Ulike,1,DFS,1
12,37,12,Ulike,1,DFS,1
12,36,12,Ulike,1,DFS,1
12,35,12,Ulike,1,DFS,1
12,34,12,Ulike,1,DFS,1
12,33,12,Ulike,1,DFS,1
12,32,12,Ulike,1,DFS,1
12,31,12,Ulike,1,DFS,1
12,30,12,Ulike,1,DFS,1
12,29,12,Ulike,1,DFS,1
12,28,12,Ulike,1,DFS,1
12,27,12,Ulike,1,DFS,1
12,26,12,Ulike,1,DFS,1
12,25,12,Ulike,1,DFS,1
12,24,12,Ulike,1,DFS,1
12,23,12,Ulike,1,DFS,1
12,22,12,Ulike,1,DFS,1
12,21,12,Ulike,1,DFS,1
12,20,12,Ulike,1,DFS,1
12,19,12,Ulike,1,DFS,1
12,18,12,Ulike,1,DFS,1
13,18,12,Ulike,1,DFS,1
14,18,12,Ulike,1,DFS,1
15,18,12,Ulike,1,DFS,1
16,18,12,Ulike,1,DFS,1
17,18,12,Ulike,1,DFS,1
18,18,12,Ulike,1,DFS,1
18,17,12,Ulike,1,DFS,1
18,16,12,Ulike,1,DFS,1
18,15,12,Ulike,1,DFS,1
18,14,12,Ulike,1,DFS,1
18,13,12,Ulike,1,DFS,1
18,12,12,Ulike,1,DFS,1
18,11,12,Ulike,1,DFS,1
18,10,12,Ulike,1,DFS,1
18,9,12,Ulike,1,DFS,1
18,8,12,Ulike,1,DFS,1
18,7,12,Ulike,1,DFS,1
18,6,12,Ulike,1,DFS,1
18,5,12,Ulike,1,DFS,1
18,4,12,Ulike,1,DFS,1
18,3,12,Ulike,1,DFS,1
18,2,12,Ulike,1,DFS,1
17,2,12,Ulike,1,DFS,1
16,2,12,Ulike,1,DFS,1
16,3,12,Ulike,1,DFS,1
16,4,12,Ulike,1,DFS,1
16,5,12,Ulike,1,DFS,1
16,6,12,Ulike,1,DFS,1
16,7,12,Ulike,1,DFS,1
16,8,12,Ulike,1,DFS,1
16,9,12,Ulike,1,DFS,1
16,10,12,Ulike,1,DFS,1
16,11,12,Ulike,1,DFS,1
16,12,12,Ulike,1,DFS,1
16,13,12,Ulike,1,DFS,1
16,14,12,Ulike,1,DFS,1
16,15,12,Ulike,1,DFS,1
16,16,12,Ulike,1,DFS,1
15,16,12,Ulike,1,DFS,1
14,16,12,Ulike,1,DFS,1
14,15,12,Ulike,1,DFS,1
14,14,12,Ulike,1,DFS,1
14,13,12,Ulike,1,DFS,1
14,12,12,Ulike,1,DFS,1
14,11,12,Ulike,1,DFS,1
14,10,12,Ulike,1,DFS,1
14,9,12,Ulike,1,DFS,1
14,8,12,Ulike,1,DFS,1
14,7,12,Ulike,1,DFS,1
14,6,12,Ulike,1,DFS,1
14,5,12,Ulike,1,DFS,1
14,4,12,Ulike,1,DFS,1
14,3,12,Ulike,1,DFS,1
14,2,12,Ulike,1,DFS,1
13,2,12,Ulike,1,DFS,1
12,2,12,Ulike,1,DFS,1
12,3,12,Ulike,1,DFS,1
12,4,12,Ulike,1,DFS,1
12,5,12,Ulike,1,DFS,1
11,5,12,Ulike,1,DFS,1
10,5,12,Ulike,1,DFS,1
10,4,12,Ulike,1,DFS,1
10,3,12,Ulike,1,DFS,1
10,2,12,Ulike,1,DFS,1
9,2,12,Ulike,1,DFS,1
8,2,12,Ulike,1,DFS,1
8,3,12,Ulike,1,DFS,1
8,4,12,Ulike,1,DFS,1
8,5,12,Ulike,1,DFS,1
7,5,12,Ulike,1,DFS,1
6,5,12,Ulike,1,DFS,1
6,4,12,Ulike,1,DFS,1
6,3,12,Ulike,1,DFS,1
6,2,12,Ulike,1,DFS,1
5,2,12,Ulike,1,DFS,1
4,2,12,Ulike,1,DFS,1
4,3,12,Ulike,1,DFS,1
4,4,12,Ulike,1,DFS,1
4,5,12,Ulike,1,DFS,1
3,5,12,Ulike,1,DFS,1
2,5,12,Ulike,1,DFS,1
2,6,12,Ulike,1,DFS,1
2,7,12,Ulike,1,DFS,1
2,8,12,Ulike,1,DFS,1
2,9,12,Ulike,1,DFS,1
2,10,12,Ulike,1,DFS,1
2,11,12,Ulike,1,DFS,1
2,12,12,Ulike,1,DFS,1
2,13,12,Ulike,1,DFS,1
2,14,12,Ulike,1,DFS,1
2,15,12,Ulike,1,DFS,1
2,16,12,Ulike,1,DFS,1
2,17,12,Ulike,1,DFS,1
2,18,12,Ulike,1,DFS,1
2,19,12,Ulike,1,DFS,1
2,20,12,Ulike,1,DFS,1
2,21,12,Ulike,1,DFS,1
2,22,12,Ulike,1,DFS,1
2,23,12,Ulike,1,DFS,1
2,24,12,Ulike,1,DFS,1
2,25,12,Ulike,1,DFS,1
2,26,12,Ulike,1,DFS,1
2,27,12,Ulike,1,DFS,1
2,28,12,Ulike,1,DFS,1
2,29,12,Ulike,1,DFS,1
2,30,12,Ulike,1,DFS,1
2,31,12,Ulike,1,DFS,1
2,32,12,Ulike,1,DFS,1
2,33,12,Ulike,1,DFS,1
2,34,12,Ulike,1,DFS,1
2,35,12,Ulike,1,DFS,1
2,36,12,Ulike,1,DFS,1
2,37,12,Ulike,1,DFS,1
2,38,12,Ulike,1,DFS,1
2,39,12,Ulike,1,DFS,1
2,40,12,Ulike,1,DFS,1
2,41,12,Ulike,1,DFS,1
3,42,1,Ulike,1,DFS,1
21,6,1,napat,2,RRT,1
15,6,25,napat,2,AStar,1
15,7,12,napat,2,AStar,1
15,8,12,napat,2,AStar,1
15,9,12,napat,2,AStar,1
14,10,13,napat,2,AStar,1
13,11,12,napat,2,AStar,1
12,12,13,napat,2,AStar,1
12,13,12,napat,2,AStar,1
11,14,13,napat,2,AStar,1
10,15,12,napat,2,AStar,1
9,16,12,napat,2,AStar,1
8,17,12,napat,2,AStar,1
7,17,12,napat,2,AStar,1
6,18,13,napat,2,AStar,1
6,19,13,napat,2,AStar,1
6,20,13,napat,2,AStar,1
6,21,12,napat,2,AStar,1
6,22,13,napat,2,AStar,1
6,23,12,napat,2,AStar,1
6,24,13,napat,2,AStar,1
6,25,13,napat,2,AStar,1
6,26,13,napat,2,AStar,1
6,27,13,napat,2,AStar,1
6,28,13,napat,2,AStar,1
6,29,12,napat,2,AStar,1
6,30,13,napat,2,AStar,1
5,31,13,napat,2,AStar,1
4,32,12,napat,2,AStar,1
3,33,12,napat,2,AStar,1
3,34,12,napat,2,AStar,1
3,35,13,napat,2,AStar,1
3,36,12,napat,2,AStar,1
3,37,13,napat,2,AStar,1
3,38,13,napat,2,AStar,1
2,40,1,napat,2,AStar,1
20,4,13,napat,11,DFS,1
20,5,12,napat,11,DFS,1
20,6,13,napat,11,DFS,1
20,7,12,napat,11,DFS,1
20,8,13,napat,11,DFS,1
20,9,13,napat,11,DFS,1
20,10,12,napat,11,DFS,1
20,11,12,napat,11,DFS,1
20,12,12,napat,11,DFS,1
20,13,12,napat,11,DFS,1
20,14,12,napat,11,DFS,1
20,15,12,napat,11,DFS,1
20,16,12,napat,11,DFS,1
20,17,12,napat,11,DFS,1
20,18,12,napat,11,DFS,1
20,19,12,napat,11,DFS,1
20,20,12,napat,11,DFS,1
20,21,12,napat,11,DFS,1
20,22,12,napat,11,DFS,1
20,23,12,napat,11,DFS,1
20,24,12,napat,11,DFS,1
20,25,12,napat,11,DFS,1
20,26,12,napat,11,DFS,1
20,27,12,napat,11,DFS,1
20,28,12,napat,11,DFS,1
20,29,12,napat,11,DFS,1
20,30,12,napat,11,DFS,1
20,31,12,napat,11,DFS,1
20,32,12,napat,11,DFS,1
20,33,12,napat,11,DFS,1
20,34,12,napat,11,DFS,1
20,35,12,napat,11,DFS,1
20,36,12,napat,11,DFS,1
20,37,12,napat,11,DFS,1
20,38,12,napat,11,DFS,1
20,39,12,napat,11,DFS,1
20,40,13,napat,11,DFS,1
20,41,12,napat,11,DFS,1
20,42,12,napat,11,DFS,1
19,42,12,napat,11,DFS,1
18,42,12,napat,11,DFS,1
17,42,12,napat,11,DFS,1
16,42,12,napat,11,DFS,1
15,42,12,napat,11,DFS,1
14,42,12,napat,11,DFS,1
13,42,12,napat,11,DFS,1
12,42,12,napat,11,DFS,1
11,42,12,napat,11,DFS,1
10,42,12,napat,11,DFS,1
9,42,12,napat,11,DFS,1
8,42,12,napat,11,DFS,1
7,42,12,napat,11,DFS,1
6,42,12,napat,11,DFS,1
6,41,12,napat,11,DFS,1
5,41,12,napat,11,DFS,1
3,41,1,napat,11,DFS,1
20,5,24,napat,9,AStar,1
19,6,12,napat,9,AStar,1
18,6,12,napat,9,AStar,1
17,7,12,napat,9,AStar,1
16,8,12,napat,9,AStar,1
16,9,12,napat,9,AStar,1
16,10,12,napat,9,AStar,1
15,11,12,napat,9,AStar,1
14,12,12,napat,9,AStar,1
13,13,12,napat,9,AStar,1
12,14,12,napat,9,AStar,1
11,15,12,napat,9,AStar,1
10,15,12,napat,9,AStar,1
9,15,12,napat,9,AStar,1
8,15,12,napat,9,AStar,1
8,16,12,napat,9,AStar,1
8,17,12,napat,9,AStar,1
8,18,12,napat,9,AStar,1
7,19,12,napat,9,AStar,1
6,20,12,napat,9,AStar,1
5,21,12,napat,9,AStar,1
4,22,12,napat,9,AStar,1
4,23,12,napat,9,AStar,1
4,24,12,napat,9,AStar,1
4,25,12,napat,9,AStar,1
5,26,12,napat,9,AStar,1
6,27,12,napat,9,AStar,1
7,28,12,napat,9,AStar,1
7,29,12,napat,9,AStar,1
7,30,12,napat,9,AStar,1
7,31,12,napat,9,AStar,1
7,32,12,napat,9,AStar,1
7,33,12,napat,9,AStar,1
8,34,12,napat,9,AStar,1
8,35,12,napat,9,AStar,1
8,36,12,napat,9,AStar,1
8,37,12,napat,9,AStar,1
8,38,12,napat,9,AStar,1
7,39,12,napat,9,AStar,1
7,40,12,napat,9,AStar,1
7,41,12,napat,9,AStar,1
9,41,1,napat,9,AStar,1
20,4,13,napat,11,BFS,1
20,5,12,napat,11,BFS,1
20,6,12,napat,11,BFS,1
20,7,12,napat,11,BFS,1
20,8,12,napat,11,BFS,1
20,9,12,napat,11,BFS,1
20,10,12,napat,11,BFS,1
20,11,12,napat,11,BFS,1
20,12,12,napat,11,BFS,1
20,13,13,napat,11,BFS,1
20,14,12,napat,11,BFS,1
20,15,12,napat,11,BFS,1
20,16,12,napat,11,BFS,1
20,17,13,napat,11,BFS,1
20,18,13,napat,11,BFS,1
20,19,12,napat,11,BFS,1
20,20,12,napat,11,BFS,1
20,21,12,napat,11,BFS,1
20,22,12,napat,11,BFS,1
20,23,12,napat,11,BFS,1
20,24,12,napat,11,BFS,1
20,25,12,napat,11,BFS,1
20,26,12,napat,11,BFS,1
20,27,12,napat,11,BFS,1
20,28,13,napat,11,BFS,1
20,29,12,napat,11,BFS,1
20,30,13,napat,11,BFS,1
20,31,12,napat,11,BFS,1
20,32,12,napat,11,BFS,1
20,33,12,napat,11,BFS,1
20,34,13,napat,11,BFS,1
20,35,13,napat,11,BFS,1
20,36,12,napat,11,BFS,1
20,37,12,napat,11,BFS,1
20,38,12,napat,11,BFS,1
20,39,13,napat,11,BFS,1
20,40,12,napat,11,BFS,1
20,41,12,napat,11,BFS,1
20,42,13,napat,11,BFS,1
19,42,13,napat,11,BFS,1
18,42,12,napat,11,BFS,1
17,42,12,napat,11,BFS,1
16,42,12,napat,11,BFS,1
15,42,12,napat,11,BFS,1
14,42,12,napat,11,BFS,1
13,42,13,napat,11,BFS,1
12,42,12,napat,11,BFS,1
11,42,12,napat,11,BFS,1
10,42,12,napat,11,BFS,1
9,42,12,napat,11,BFS,1
8,42,12,napat,11,BFS,1
7,42,12,napat,11,BFS,1
6,42,13,napat,11,BFS,1
6,41,12,napat,11,BFS,1
5,41,12,napat,11,BFS,1
3,41,1,napat,11,BFS,1
20,4,21,napat,1,DFS,1
20,5,17,napat,1,DFS,1
20,6,12,napat,1,DFS,1
20,7,12,napat,1,DFS,1
20,8,12,napat,1,DFS,1
20,9,12,napat,1,DFS,1
20,10,8,napat,1,DFS,1
20,3,12,napat,1,DFS,1
20,11,12,napat,1,DFS,1
20,12,12,napat,1,DFS,1
20,13,8,napat,1,DFS,1
20,14,12,napat,1,DFS,1
20,15,12,napat,1,DFS,1
20,16,12,napat,1,DFS,1
20,17,12,napat,1,DFS,1
20,18,12,napat,1,DFS,1
20,19,8,napat,1,DFS,1
20,20,12,napat,1,DFS,1
20,21,12,napat,1,DFS,1
20,22,4,napat,1,DFS,1
20,23,12,napat,1,DFS,1
20,24,12,napat,1,DFS,1
20,25,4,napat,1,DFS,1
17,4,8,napat,1,DFS,1
20,26,12,napat,1,DFS,1
20,27,12,napat,1,DFS,1
20,28,7,napat,1,DFS,1
20,29,12,napat,1,DFS,1
20,30,11,napat,1,DFS,1
20,31,12,napat,1,DFS,1
20,32,12,napat,1,DFS,1
20,33,7,napat,1,DFS,1
15,6,5,napat,1,DFS,1
20,34,12,napat,1,DFS,1
20,35,12,napat,1,DFS,1
20,36,12,napat,1,DFS,1
20,37,12,napat,1,DFS,1
20,38,12,napat,1,DFS,1
20,39,12,napat,1,DFS,1
20,40,12,napat,1,DFS,1
20,41,12,napat,1,DFS,1
20,42,12,napat,1,DFS,1
19,42,12,napat,1,DFS,1
18,42,12,napat,1,DFS,1
17,42,12,napat,1,DFS,1
16,42,12,napat,1,DFS,1
15,42,12,napat,1,DFS,1
14,42,12,napat,1,DFS,1
13,42,12,napat,1,DFS,1
12,42,12,napat,1,DFS,1
11,42,12,napat,1,DFS,1
10,42,12,napat,1,DFS,1
9,42,12,napat,1,DFS,1
8,42,12,napat,1,DFS,1
7,42,12,napat,1,DFS,1
6,42,12,napat,1,DFS,1
6,41,12,napat,1,DFS,1
5,41,12,napat,1,DFS,1
3,41,1,napat,1,DFS,1
17,4,13,napat,5,BFS,1
17,5,12,napat,5,BFS,1
17,6,12,napat,5,BFS,1
17,7,12,napat,5,BFS,1
17,8,12,napat,5,BFS,1
17,9,12,napat,5,BFS,1
16,9,12,napat,5,BFS,1
16,10,12,napat,5,BFS,1
16,11,12,napat,5,BFS,1
16,12,12,napat,5,BFS,1
15,12,12,napat,5,BFS,1
15,13,12,napat,5,BFS,1
15,14,12,napat,5,BFS,1
15,15,12,napat,5,BFS,1
15,16,12,napat,5,BFS,1
15,17,12,napat,5,BFS,1
14,17,12,napat,5,BFS,1
14,18,12,napat,5,BFS,1
14,19,12,napat,5,BFS,1
14,20,12,napat,5,BFS,1
14,21,12,napat,5,BFS,1
14,22,12,napat,5,BFS,1
14,23,12,napat,5,BFS,1
14,24,12,napat,5,BFS,1
14,25,12,napat,5,BFS,1
14,26,12,napat,5,BFS,1
14,27,12,napat,5,BFS,1
14,28,12,napat,5,BFS,1
14,29,12,napat,5,BFS,1
14,30,12,napat,5,BFS,1
14,31,12,napat,5,BFS,1
14,32,12,napat,5,BFS,1
13,32,12,napat,5,BFS,1
13,33,12,napat,5,BFS,1
13,34,12,napat,5,BFS,1
13,35,12,napat,5,BFS,1
13,36,12,napat,5,BFS,1
13,37,12,napat,5,BFS,1
13,38,12,napat,5,BFS,1
13,39,12,napat,5,BFS,1
13,40,12,napat,5,BFS,1
13,41,12,napat,5,BFS,1
12,41,12,napat,5,BFS,1
11,41,12,napat,5,BFS,1
11,42,12,napat,5,BFS,1
10,42,12,napat,5,BFS,1
9,42,12,napat,5,BFS,1
8,42,12,napat,5,BFS,1
7,42,12,napat,5,BFS,1
6,42,12,napat,5,BFS,1
5,42,12,napat,5,BFS,1
4,42,12,napat,5,BFS,1
2,42,1,napat,5,BFS,1
20,3,13,napat,6,BFS,1
20,4,12,napat,6,BFS,1
20,5,12,napat,6,BFS,1
20,6,12,napat,6,BFS,1
20,7,12,napat,6,BFS,1
20,8,12,napat,6,BFS,1
20,9,12,napat,6,BFS,1
20,10,12,napat,6,BFS,1
20,11,12,napat,6,BFS,1
20,12,12,napat,6,BFS,1
20,13,12,napat,6,BFS,1
20,14,12,napat,6,BFS,1
20,15,12,napat,6,BFS,1
20,16,12,napat,6,BFS,1
20,17,12,napat,6,BFS,1
20,18,12,napat,6,BFS,1
20,19,12,napat,6,BFS,1
20,20,12,napat,6,BFS,1
20,21,12,napat,6,BFS,1
20,22,12,napat,6,BFS,1
20,23,12,napat,6,BFS,1
20,24,12,napat,6,BFS,1
20,25,12,napat,6,BFS,1
20,26,12,napat,6,BFS,1
20,27,12,napat,6,BFS,1
20,28,12,napat,6,BFS,1
20,29,12,napat,6,BFS,1
20,30,12,napat,6,BFS,1
20,31,12,napat,6,BFS,1
20,32,12,napat,6,BFS,1
20,33,12,napat,6,BFS,1
20,34,12,napat,6,BFS,1
20,35,12,napat,6,BFS,1
20,36,12,napat,6,BFS,1
20,37,12,napat,6,BFS,1
20,38,12,napat,6,BFS,1
20,39,12,napat,6,BFS,1
20,40,12,napat,6,BFS,1
20,41,12,napat,6,BFS,1
20,42,12,napat,6,BFS,1
19,42,12,napat,6,BFS,1
18,42,12,napat,6,BFS,1
17,42,12,napat,6,BFS,1
16,42,12,napat,6,BFS,1
15,42,12,napat,6,BFS,1
14,42,12,napat,6,BFS,1
13,42,12,napat,6,BFS,1
12,42,12,napat,6,BFS,1
11,42,12,napat,6,BFS,1
10,42,12,napat,6,BFS,1
9,42,12,napat,6,BFS,1
8,42,12,napat,6,BFS,1
7,42,12,napat,6,BFS,1
6,42,12,napat,6,BFS,1
5,42,12,napat,6,BFS,1
3,42,1,napat,6,BFS,1
20,4,24,napat,7,AStar,1
20,5,12,napat,7,AStar,1
19,6,12,napat,7,AStar,1
19,7,12,napat,7,AStar,1
19,8,12,napat,7,AStar,1
19,9,12,napat,7,AStar,1
19,10,12,napat,7,AStar,1
19,11,12,napat,7,AStar,1
19,12,12,napat,7,AStar,1
19,13,12,napat,7,AStar,1
19,14,12,napat,7,AStar,1
19,15,12,napat,7,AStar,1
19,16,12,napat,7,AStar,1
19,17,12,napat,7,AStar,1
19,18,12,napat,7,AStar,1
19,19,12,napat,7,AStar,1
19,20,12,napat,7,AStar,1
19,21,12,napat,7,AStar,1
19,22,12,napat,7,AStar,1
19,23,12,napat,7,AStar,1
19,24,12,napat,7,AStar,1
19,25,12,napat,7,AStar,1
19,26,13,napat,7,AStar,1
19,27,13,napat,7,AStar,1
19,28,12,napat,7,AStar,1
19,29,12,napat,7,AStar,1
19,30,12,napat,7,AStar,1
19,31,12,napat,7,AStar,1
19,32,12,napat,7,AStar,1
19,33,12,napat,7,AStar,1
19,34,12,napat,7,AStar,1
19,35,12,napat,7,AStar,1
19,36,12,napat,7,AStar,1
19,37,12,napat,7,AStar,1
19,38,12,napat,7,AStar,1
19,39,12,napat,7,AStar,1
19,40,12,napat,7,AStar,1
19,41,12,napat,7,AStar,1
18,41,12,napat,7,AStar,1
17,41,12,napat,7,AStar,1
16,41,12,napat,7,AStar,1
15,41,12,napat,7,AStar,1
14,41,12,napat,7,AStar,1
13,41,12,napat,7,AStar,1
12,41,12,napat,7,AStar,1
11,41,12,napat,7,AStar,1
10,41,12,napat,7,AStar,1
9,41,12,napat,7,AStar,1
8,41,12,napat,7,AStar,1
7,41,12,napat,7,AStar,1
6,41,12,napat,7,AStar,1
5,41,12,napat,7,AStar,1
4,41,12,napat,7,AStar,1
3,42,1,napat,7,AStar,1
13,8,1,napat,8,AStar,1
20,4,13,napat,7,BFS,1
20,5,13,napat,7,BFS,1
20,6,13,napat,7,BFS,1
20,7,12,napat,7,BFS,1
20,8,13,napat,7,BFS,1
20,9,13,napat,7,BFS,1
20,10,12,napat,7,BFS,1
20,11,12,napat,7,BFS,1
20,12,12,napat,7,BFS,1
20,13,13,napat,7,BFS,1
20,14,13,napat,7,BFS,1
20,15,12,napat,7,BFS,1
20,16,12,napat,7,BFS,1
20,17,13,napat,7,BFS,1
20,18,12,napat,7,BFS,1
20,19,13,napat,7,BFS,1
20,20,12,napat,7,BFS,1
20,21,12,napat,7,BFS,1
20,22,12,napat,7,BFS,1
20,23,13,napat,7,BFS,1
20,24,12,napat,7,BFS,1
20,25,12,napat,7,BFS,1
20,26,13,napat,7,BFS,1
20,27,12,napat,7,BFS,1
20,28,13,napat,7,BFS,1
20,29,12,napat,7,BFS,1
20,30,13,napat,7,BFS,1
20,31,12,napat,7,BFS,1
20,32,12,napat,7,BFS,1
20,33,13,napat,7,BFS,1
20,34,13,napat,7,BFS,1
20,35,12,napat,7,BFS,1
20,36,12,napat,7,BFS,1
20,37,13,napat,7,BFS,1
20,38,13,napat,7,BFS,1
20,39,13,napat,7,BFS,1
20,40,13,napat,7,BFS,1
20,41,13,napat,7,BFS,1
20,42,13,napat,7,BFS,1
19,42,12,napat,7,BFS,1
18,42,12,napat,7,BFS,1
17,42,12,napat,7,BFS,1
16,42,13,napat,7,BFS,1
15,42,13,napat,7,BFS,1
14,42,13,napat,7,BFS,1
13,42,12,napat,7,BFS,1
12,42,13,napat,7,BFS,1
11,42,12,napat,7,BFS,1
10,42,12,napat,7,BFS,1
9,42,12,napat,7,BFS,1
8,42,13,napat,7,BFS,1
7,42,12,napat,7,BFS,1
6,42,13,napat,7,BFS,1
5,42,12,napat,7,BFS,1
3,42,1,napat,7,BFS,1
13,8,1,napat,8,BFS,1
20,4,13,napat,11,BFS,1
20,5,12,napat,11,BFS,1
20,6,13,napat,11,BFS,1
20,7,13,napat,11,BFS,1
20,8,13,napat,11,BFS,1
20,9,13,napat,11,BFS,1
20,10,13,napat,11,BFS,1
20,11,12,napat,11,BFS,1
20,12,12,napat,11,BFS,1
20,13,13,napat,11,BFS,1
20,14,13,napat,11,BFS,1
20,15,13,napat,11,BFS,1
20,16,13,napat,11,BFS,1
20,17,12,napat,11,BFS,1
20,18,13,napat,11,BFS,1
